Sentiment,target_encoded,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Positive,1,0,0,0,0,231,2637,3510,3091,2,2117,23,6,835,178,4012,882,456,3419,2,289,13,12,1,338,199,8,5,7
Negative,0,4735,943,6364,95,2,1,4940,424,4709,6712,30,9,612,6,13,12,67,2808,8604,6,2130,23,45,8073,5302,914,6,8634
Negative,0,507,1057,17,20,15,175,694,20,15,175,694,9,2781,572,35,262,1448,66,621,22,9,32,25,2735,1,35,6,294
Positive,1,0,0,0,0,0,0,0,0,0,0,40,272,69,426,808,1013,126,31,371,2,773,57,56,10738,240,13,12,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,17,2,37,27,72,92,107,153
Negative,0,8470,2964,792,14,8588,4078,8250,8470,11,6087,135,11305,1664,1925,2969,848,157,238,2040,3369,3966,85,2549,8,5,7,143,1527
Negative,0,29,21,241,66,365,435,1,73,14,57,21,738,138,203,1,102,398,729,713,59,7039,4,353,2,217,3,3,11
Positive,1,0,0,0,0,0,0,0,43,1764,853,1511,1,1099,2,133,2,281,38,167,28,622,106,14,17,6669,848,7,240
Positive,1,1077,6,5605,186,55,1272,206,93,759,55,103,111,81,77,111,1814,1166,138,969,4560,16,104,186,15,33,1656,100,249
Positive,1,81,77,4,2005,224,4795,2,636,2,289,11,8,5,7,3,11,404,108,42,6175,2359,235,67,1645,238,8,5,7
Negative,0,1135,1,1534,6634,462,731,47,46,201,344,2,31,1187,6,125,2428,226,1,1033,2,434,54,8,5,7,3,13,12
Positive,1,4,1964,16,206,45,16,28,132,60,45,677,16,52,71,218,15,26,341,62,63,1,42,67,11,237,8,5,7
Negative,0,10543,2306,10414,6234,539,473,5422,252,55,1783,30,4182,15,2902,39,1168,40,29,2,133,1,105,1148,3555,33,190,31,11
Positive,1,0,0,0,0,0,46,1489,1117,7586,11318,18,1284,225,26,9,1462,3594,896,6,81,614,31,635,14,54,110,456,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,77,6892,53,1919,10,3078,888,1357,4,3753,8018,4600,106
Negative,0,0,0,83,17,133,42,1333,17,65,214,1,32,25,915,680,101,1064,55,93,1151,2,291,864,17,11,8,5,7
Positive,1,159,17,14,6957,3,2,37,1,32,25,1240,1,570,214,1240,2,37,1,244,1222,4,2866,182,3,159,17,13,12
Negative,0,0,0,0,0,0,0,0,0,19,70,348,55,93,10,390,2505,272,259,253,201,126,1506,2,84,2,32,25,208
Positive,1,2023,677,57,35,4915,23,29,553,131,2196,3,3,84,4,123,9,941,82,1007,84,1890,33,308,13,12,8,5,7
Positive,1,339,4978,168,10,446,5095,4306,1029,212,6,258,392,331,403,317,645,258,392,4167,19,507,1627,6,1835,478,69,20,17
Positive,1,28,68,2,191,350,102,6240,51,94,1212,34,10,258,7633,53,56,57,14,98,5549,181,6240,12,226,37,1,1682,22
Negative,0,0,0,0,0,0,0,0,0,0,1050,6104,11306,1110,2,79,603,1395,10,27,180,11,96,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,201,101,29,54,3683,1218,1696,4,505,3082,4000,3489,3994,4951,3023,4000,285,5464,784
Negative,0,183,8641,48,1746,2,79,24,13,12,1,971,1843,39,2,512,14,447,334,3,3,226,1,10984,3711,106,8,5,7
Positive,1,6324,10,10527,536,1848,1030,14,379,81,77,22,2619,23,284,3308,36,11,116,31,2260,6,652,3,3,2759,8,5,7
Negative,0,0,0,0,0,0,0,0,166,226,604,18,10,305,584,1,27,5116,353,5030,169,3251,10820,18,1306,21,63,1,96
Positive,1,0,0,4,454,229,205,46,6,9622,970,4,55,5812,1557,19,814,26,155,79,433,1884,6528,2971,3,3,42,11,2812
Positive,1,6,716,40,39,4076,882,456,104,23,40,31,9547,1634,1,254,1184,3164,554,305,3,3,11,42,3,3,8,5,7
Positive,1,0,0,0,0,0,0,0,0,3410,1743,52,1925,51,86,339,3753,14,17,309,65,6292,35,6292,18,1,881,135,11
Positive,1,230,4,83,17,291,194,10,85,58,165,1686,77,399,81,1376,362,2587,3,11,1293,1223,62,547,1,3642,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,42,11,190,653,220,21,466,30,61,90,4,2237,8491,403,136,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,58,748,41,27,51,86,103,111,5103,269,124,13,12,8,5,7
Positive,1,0,0,0,0,0,0,0,0,9,67,883,15,529,2648,1005,1,4053,6,786,47,1145,6197,9339,189,3759,4,7961,184
Positive,1,2,1,32,25,124,19,232,62,4643,10,41,1993,2,1085,41,3611,14,9,4022,2230,1345,3771,2587,19,219,91,494,11
Positive,1,370,167,30,880,2,86,5609,129,138,311,57,398,69,283,1107,2,2262,1,166,63,11,161,8,5,7,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,113,1,32,25
Negative,0,736,1494,288,185,690,98,206,59,876,170,4,45,225,7381,56,10,377,25,45,225,28,155,291,106,4,3205,5769,119
Positive,1,22,38,6489,17,365,340,9,150,1,27,4,842,98,2,107,119,268,3661,1059,2,79,289,108,4210,1,1292,1928,19
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,241,184,62
Negative,0,0,0,0,0,0,0,0,0,0,0,0,1191,23,2954,22,41,112,1974,349,33,20,200,10,11,3326,8,5,7
Positive,1,60,8050,36,9,854,1326,622,10,1,1263,4,204,173,307,4373,8266,69,9,47,92,1991,2,79,130,1,173,542,448
Negative,0,0,0,0,0,0,0,0,0,10446,2013,420,409,1309,10,6083,23,2497,180,13,12,96,114,269,36,1300,8,5,7
Positive,1,1347,33,6733,1693,1492,13,12,2,1693,113,3271,646,39,9,355,26,49,453,50,1,3246,32,25,15,1865,3030,385,809
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,2735,6413,218,6,1249,46,7162,63,13,12,96,8,5,7
Positive,1,1,8372,15,1040,82,1745,68,2,1522,3657,409,58,26,2562,49,5878,4,401,537,3055,2,435,1,73,3,8,5,7
Negative,0,1855,1,154,2488,181,1,5157,58,45,49,278,1,23,44,266,508,6,9,449,358,308,13,12,930,11,8,5,7
Negative,0,310,10,105,1289,536,4,130,3479,14,103,111,4,1336,21,28,40,84,214,20,50,1275,15,187,147,376,8,5,7
Positive,1,52,118,72,948,27,115,1937,6297,212,4038,1306,998,4,5921,102,172,5410,190,39,392,679,3937,39,37,584,570,2,99
Positive,1,4,602,16,2191,44,4,439,257,1,414,207,15,26,2546,62,245,81,77,53,9502,143,11,42,2384,2764,8,5,7
Negative,0,136,27,300,93,6,1,1299,10,1,254,2094,22,20,3538,45,16,491,44,24,4653,3,1,114,409,45,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,10164,2696,40,809,249,28,16,1738,2061,53,266,59,2613,3,3,8,5,7
Positive,1,40,31,22,441,9,8291,6,6768,3832,110,1175,36,13,12,52,126,69,1,853,36,505,698,23,16,3378,58,1,2933
Negative,0,178,4,21,398,29,1813,1,183,26,3715,4,1994,155,1173,48,1082,211,50,396,15,1201,2,120,44,24,1967,625,73
Positive,1,68,4,683,45,116,120,58,683,16,22,3558,23,184,62,19,322,9553,41,2,123,10,1,259,464,47,260,83,33
Negative,0,0,0,0,0,0,0,0,0,439,74,359,6226,580,1,878,873,6,1,13,12,96,2019,46,359,923,8,5,7
Positive,1,27,144,3,21,987,3,310,5495,3,3,1346,408,2,84,48,22,37,3,9358,369,137,1677,4317,2,1679,515,3,902
Positive,1,659,5781,4,5463,469,59,4914,37,34,10,1,290,325,620,34,27,72,37,34,66,370,2,99,469,63,1,13,12
Positive,1,4,17,68,2,281,477,19,80,70,444,19,190,65,1712,181,101,1,25,15,343,348,41,17,688,2192,181,527,8617
Positive,1,6912,1997,179,476,2,336,398,1433,23,63,1,678,6,1,161,6,11,4,266,508,6,43,34,6466,10919,8,5,7
Positive,1,220,324,3,10714,1564,3,46,1138,4,4458,63,1,67,3,1955,269,179,18,1,2810,3,3,8,5,7,8,5,7
Positive,1,65,214,104,639,199,107,153,1726,2078,2448,10136,2848,1581,8803,5618,10136,21,56,32,25,238,11,140,42,67,8,5,7
Positive,1,2305,2,120,59,158,546,1072,94,58,6290,63,1,202,282,211,15,1,2384,4,9400,6,6655,8,5,7,8,5,7
Positive,1,820,368,4,476,6,1175,299,268,87,15,9,490,3844,6,1,27,14,135,420,647,4,1759,102,247,352,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,97,870,18,140,428,8,5,7,167,4364,23,324,73,765,11,42,218
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,19,29,1,166,344,1834,36,1,111,10,20,1405,3,8,5,7
Positive,1,0,0,7872,25,9228,190,39,291,194,30,13,12,634,121,8,5,7,134,479,33,50,104,70,236,385,8,5,7
Negative,0,11,3,3,115,416,31,1077,52,838,138,932,972,468,48,6,21,3,3,61,90,1011,1,3,8,5,7,143,3112
Positive,1,0,0,0,0,0,166,4381,77,1752,3,3,3,3,3,11,5407,1052,235,42,3223,1308,4247,7486,308,67,8,5,7
Positive,1,30,41,768,7244,10818,225,17,49,5,238,1150,1,88,197,400,1665,21,570,1931,124,4,33,88,54,344,110,400,196
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,4419,212,945,391,1201,2,117,21,113,741,733,2797,3218,8,5,7
Negative,0,0,0,569,297,553,2,9,27,113,1,358,694,8105,6,13,12,19,814,1,358,250,7415,1251,10,118,102,217,228
Positive,1,0,0,0,0,0,0,2368,46,154,576,1066,27,7730,1121,1563,2368,119,2842,538,5674,4046,268,6608,9113,4589,664,6608,1210
Positive,1,4,2572,241,10,1,994,615,76,23,16,2465,10,24,1,1047,6,1,168,434,54,8,5,7,11,42,8,5,7
Negative,0,2804,418,14,284,408,101,6,59,1663,19,348,4459,5884,98,10,1,7678,39,1310,41,111,24,98,3,108,8,5,7
Positive,1,20,1169,33,827,2,91,52,71,75,19,132,223,10,2368,4,1940,2,84,2,1,27,3,3,42,3,11,3,1863
Negative,0,360,101,6,13,12,39,89,2,2917,22,85,1636,41,1382,621,1674,448,10,20,96,915,110,156,10,9,27,15,2893
Positive,1,18,74,4,37,1,102,339,246,1,279,689,2,191,15,2,1622,88,6007,22,85,43,121,25,15,62,251,1304,5381
Negative,0,142,72,620,5874,27,72,459,2405,4,257,10,1,394,274,16,1,166,2823,1183,35,45,68,43,451,4,191,11145,108
Negative,0,27,300,808,4,252,1904,1443,9,5295,14,227,181,56,63,1,238,3,3,1582,2,1859,6879,581,544,960,1014,7536,11
Negative,0,1,136,300,66,51,1186,2,3226,1,23,63,20,220,61,116,31,4150,47,47,677,749,1557,1663,116,31,1204,737,62
Positive,1,4,1,503,222,33,284,212,2,1132,26,97,23,16,7052,7567,52,921,53,882,100,152,3093,1304,114,10,454,3,3470
Positive,1,32,25,20,15,39,1,383,6,9,4135,47,9,3864,1799,87,40,31,1100,4,1,32,127,40,622,251,1105,13,12
Negative,0,0,0,0,0,1,7590,3884,1663,6,1,97,1067,4919,15,288,363,10,97,23,1,11,6537,8,5,7,8,5,7
Negative,0,11,97,23,697,18,1999,6,9,154,564,1672,26,2568,4,606,190,387,82,97,9500,1098,23,44,3,3,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,116,1837,31,798,2,357
Positive,1,1993,2,1087,3083,35,4345,1791,222,901,10,356,78,659,1,13,12,161,15,795,46,483,60,40,17,4345,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,15,33,153,2,84,2,1,32,25,63,1,11,161,8,5,7
Positive,1,0,0,0,0,60,40,218,46,272,1918,43,179,336,18,1,916,6,158,255,428,4,6,9,961,742,18,968,272
Positive,1,19,1188,26,32,8979,21,3616,275,72,4,121,25,72,1104,9,54,5318,856,1237,5320,9,6509,10,1376,1237,3,3,1898
Positive,1,0,0,0,159,17,496,523,142,212,4450,32,25,72,487,128,72,703,72,4,2327,72,63,20,96,11,8,5,7
Positive,1,0,3,101,513,1484,1460,57,35,2152,1484,1,46,8659,49,278,345,4,147,10,11,4513,451,10313,14,374,430,53,5957
Negative,0,128,1853,16,10,205,73,184,62,196,17,401,2975,276,693,8629,189,16,947,53,38,625,3,3,6304,1853,8,5,7
Positive,1,196,782,754,6,961,1293,4,782,754,6,41,1835,1675,10,1356,4,71,45,416,163,47,75,782,754,6,41,1269,2211
Negative,0,2,6623,1,121,5087,62,13,12,51,2801,105,4822,4,2009,105,5981,71,75,1122,127,75,62,8,5,7,8,5,7
Negative,0,1,1234,2761,617,131,1,5077,1399,2,220,2494,1020,2400,4,158,3649,204,45,2264,3988,3288,2,617,131,288,66,3805,3149
Positive,1,285,1748,118,6,1,178,16,4312,36,342,58,569,151,2,2618,974,33,58,569,94,156,18,245,286,288,15,30,149
Negative,0,0,0,0,0,0,0,0,0,0,0,130,61,90,4,287,17,3219,87,15,55,21,695,10,20,254,242,13,12
Positive,1,2,265,22,1,218,6,1,11,18,46,1754,245,378,1379,2,1498,4361,109,1,259,282,430,4,204,33,150,41,905
Negative,0,336,311,1658,10,11,480,57,56,334,859,2,859,35,125,379,981,224,160,4,2268,458,34,16,522,298,540,3,8048
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,72,444,2,130,492,295,8,5,7,8,5,7
Positive,1,4215,690,1,50,185,151,146,348,4,1,10379,228,239,657,71,2433,91,3,3,1,1561,2434,6,13,12,8,5,7
Positive,1,4,1057,1,402,144,60,188,17,1053,98,60,64,17,203,195,1,27,115,58,45,49,117,21,228,13,12,402,1858
Positive,1,0,0,0,0,1017,4,13,12,3,1,1017,168,15,10,1698,1808,648,71,1251,83,33,48,3,8,5,7,1541,3818
Negative,0,4,2985,103,111,4,21,10,59,61,70,211,668,60,118,6,98,170,5029,44,13,22,1,318,78,59,2164,15,1884
Positive,1,0,0,0,696,16,266,508,6,673,1371,1,11,3,3,518,8,5,7,2,434,60,17,49,281,477,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,11,67,1812,21,466,14,2081,30,61,90,10821,27,115,8,5,7,13,12
Positive,1,32,25,35,65,71,17,68,314,3207,2,532,295,35,9,230,3,3,2200,91,228,19,1694,125,213,3,3,108,816
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,27,15,1317,491,113,13,12,61,90,8,5,7,143,1527
Positive,1,0,5165,269,307,217,516,1149,136,300,4,2769,148,1,747,145,3058,2392,488,14,56,1848,3283,1710,11,13,8,5,7
Positive,1,129,258,621,170,5738,53,66,1059,36,1679,179,1265,230,4,46,1489,179,21,6,182,4,118,3,66,8005,962,3487,1607
Negative,0,2,1,32,25,216,2573,47,1815,122,22,85,62,465,49,653,1769,11237,8703,106,16,452,2,79,63,4522,1137,800,12
Negative,0,285,3,100,65,9,2077,914,6,102,778,177,58,17,49,107,10,38,85,14,210,211,3,152,107,1,85,119,152
Negative,0,0,0,3592,17,3,3,3,3,3,3,3592,135,1521,5092,1165,6299,11,1160,5697,13,12,42,2824,13,12,8,5,7
Negative,0,2,84,214,9,599,1650,2,84,2,1,32,25,124,101,19,232,55,779,807,2,84,1618,5009,10,41,5899,13,12
Negative,0,1251,83,1,61,15,109,2122,273,946,31,371,2,589,135,35,37,1,647,40,387,44,10,1,21,996,4812,13,11
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,53,13,12,3438,10,9,1254,8,5,7,46,483,4345,5346,42
Positive,1,12,50,10,68,6,1172,176,49,315,119,1485,5155,5156,2,1970,24,9,3488,4578,64,1091,269,14,59,46,3235,339,167
Negative,0,0,0,0,0,0,0,0,0,0,0,2358,23,2815,30,678,7181,10,1454,249,177,29,94,3667,95,2,2327,1303,543
Negative,0,0,0,206,232,19,89,3,9,2,1,32,2711,782,2,3620,9,8699,754,14,9,3,13,465,208,2415,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,9,1835,10,32,25,159,786,45,126,29,6009,3,540,13,12,3907,730
Negative,0,0,0,0,0,0,0,0,1616,73,4,205,2403,6,5948,1100,610,23,2196,10,4172,24,1,11,3,10787,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8704,197,956,6483,312,14,1195,891,2,289,11,8,5,7
Negative,0,52,73,155,2049,194,4,1474,896,23,363,52,13,12,155,1146,1,168,222,4,1,885,6,9580,7877,1085,59,1665,1549
Positive,1,6,271,2621,944,53,100,268,19,326,9,2012,4,1,1323,19,219,80,6270,9,9611,270,37,4448,176,40,65,20,119
Negative,0,136,10,25,148,962,6050,2094,26,1,13,12,529,18,14,710,430,47,54,20,529,653,1,61,117,14,86,30,2628
Positive,1,0,0,0,0,0,51,349,147,796,313,6150,1866,526,645,9,200,958,6,46,715,1371,1,13,12,358,8,5,7
Positive,1,535,30,28,3096,2,65,54,269,52,50,657,1,5611,70,555,9,1840,6,1,3324,154,498,6,1,1528,38,154,2283
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,4849,6692,1695,21,35,81,77,2,79,1517
Positive,1,375,395,698,19,164,29,248,2,76,44,47,850,162,37,149,101,62,223,581,1747,33,30,3,3,6119,3944,11,294
Negative,0,14,37,6,74,35,1115,1531,3739,15,126,179,36,11,3,399,38,4834,76,44,2282,329,9390,3,203,3107,8,5,7
Negative,0,89,2,26,53,9,355,54,3,3,20,15,9,13,12,3864,56,61,3,3,758,807,2,169,164,212,50,17,534
Negative,0,10,677,1817,4,290,177,189,1643,1435,2561,18,5980,5032,5199,4,1257,1,209,6,1340,2851,505,23,13,594,8,5,7
Positive,1,0,0,0,106,15,9,54,4398,1559,6,1,218,1,13,12,67,40,29,18,1,1017,168,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,474,340,1,3541,143
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,43,414,1014,60,3123,16,320,2,133,271,227,4,679,605,434,54
Positive,1,17,132,666,228,36,15,10400,3456,62,24,69,50,17,263,351,9,231,3849,49,17,221,86,103,111,22,1,32,25
Positive,1,14,1113,146,558,6,99,22,1,651,19,132,162,331,52,1501,9,215,680,19,164,29,2,107,10,121,22,37,11
Positive,1,224,54,78,2022,95,2,1,11,67,45,16,1879,2,1472,14,22,85,10084,42,3,352,352,8,5,7,8,5,7
Negative,0,832,148,17,2432,61,33,986,719,17,116,2736,20,181,145,164,850,657,1094,3,530,72,32,25,182,680,8,5,7
Negative,0,1191,23,53,152,100,10,9,2683,2,3686,1,218,6,1,11,5139,8,5,7,5929,540,11,8014,1191,753,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,20,57,32,56,9,489,57,316,2729,11,8,5,7
Positive,1,0,0,0,0,0,646,481,2,84,2,1,27,4,45,7120,37,222,1,2005,19,70,198,420,13,12,8,5,7
Negative,0,3,700,2842,714,14,1427,22,32,25,265,14,34,66,16,372,204,84,1,3335,3016,4,75,38,56,3,4238,108,5
Negative,0,65,9,609,65,9,230,50,17,49,5,65,9,230,123,33,477,33,88,1384,52,39,228,1384,309,265,1094,110,1276
Positive,1,13,12,609,1955,113,450,213,229,6718,53,26,365,84,2,1,32,25,52,4725,78,24,41,267,4,2033,633,216,309
Negative,0,931,6,54,394,274,121,72,1893,1570,47,1387,36,11,42,4,145,54,393,122,820,4,3182,33,2832,257,8,5,7
Negative,0,0,0,0,0,0,0,0,0,60,5243,586,17,68,1,22,1415,774,3062,4022,410,30,497,4980,11,3,8,5,7
Negative,0,0,0,0,0,130,287,28,263,37,10,20,381,130,122,58,1200,506,4,1152,87,15,55,68,14,33,130,33,62
Negative,0,0,176,492,1195,160,824,22,1,631,6,9,27,641,1,11,13,12,161,4,195,115,16,349,10,3,8,5,7
Positive,1,7623,2,359,771,3,3,596,24,205,46,168,4,1456,40,129,1109,2045,10,1,1245,3,3,4976,454,6488,3,3,10674
Positive,1,2967,36,9,165,82,1261,47,643,2343,149,21,29,9,587,76,6,2967,14,37,267,5316,4,3575,11,42,8,5,7
Positive,1,0,0,0,31,558,2,38,27,144,87,156,331,22,1,2224,4,320,2,120,44,24,73,1008,98,1115,79,308,242
Positive,1,0,0,0,0,0,0,0,201,9,105,137,3,8619,16,1387,66,29,297,775,67,438,4494,4447,11,135,8,5,7
Negative,0,9,85,45,5232,10,10391,341,59,1687,3762,36,871,59,194,148,56,14,1450,10,9,27,86,3562,215,29,55,925,11
Positive,1,3407,59,5569,21,650,713,4,136,1770,73,18,9,564,7027,70,68,2,133,93,84,1263,1832,1618,2,862,33,197,81
Positive,1,10,1,936,6,1,887,13,12,161,4,1,218,33,40,29,18,602,3,3,277,336,106,8,5,7,8,5,7
Positive,1,43,414,46,571,336,5827,60,602,49,79,34,2367,1,965,7284,53,1,634,10,43,419,448,955,1,826,2,226,54
Positive,1,0,0,708,3,159,17,14,2185,41,306,1583,24,9,1895,2348,2,38,57,56,614,159,17,4,37,38,144,248,11
Negative,0,931,2,336,59,197,11,447,731,1175,1399,2,25,952,4,701,800,1005,32,72,30,1,67,5877,307,1,8,5,7
Negative,0,32,25,4,1346,15,2105,146,1733,6,546,572,350,102,601,126,89,48,4,2357,18,30,50,418,15,89,18,3,42
Negative,0,423,15,11101,1,3429,106,16,125,66,190,39,31,371,2,65,2,1,25,529,86,6,1,166,22,209,36,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2586,4058,6,105,764,2237,3759,180,13,12,67,8,5,7
Positive,1,156,22,85,50,33,3561,9,311,574,14,98,47,1,443,33,134,123,294,2252,83,37,6,20,11,562,15,109,24
Negative,0,10,1,32,25,19,29,349,9,682,61,90,4,9,442,18,1,1822,5029,192,1254,6,9,323,196,520,98,37,194
Positive,1,1,2517,76,44,62,23,22,127,11283,2497,58,50,17,2099,61,64,521,201,26,4,1,78,107,3992,13,12,1105,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,65,21,83,34,133,33,37,36,27,70,31,767
Positive,1,5896,1969,114,94,187,104,5065,253,8777,3,3,45,3332,9,5059,4061,1033,373,18,539,1197,3,8,5,7,8,5,7
Positive,1,62,320,2,99,44,1,2,84,10,19,70,68,86,661,34,3,3,13,12,1115,332,91,800,69,670,8,5,7
Positive,1,3,5977,2632,5977,544,2151,6987,5977,2632,2849,3,6486,4121,3423,2832,4928,3,1899,137,6772,678,14,1841,1562,447,2,13,12
Negative,0,181,54,3,258,6322,2,2062,712,7091,210,1,308,4125,6322,2,1332,7213,478,35,1174,1911,23,35,886,181,1,11,2669
Positive,1,1,615,2,329,338,3,3,13,12,5220,28,292,4321,43,4348,46,2025,30,9,3,3358,313,628,2855,3,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,325,140,55,1162,2,333,23,8,5,7,11,8,5,7
Positive,1,0,0,254,2312,2457,3007,3184,4,7814,4818,4706,3184,16,187,59,376,2,123,286,306,317,15,686,212,6,8,5,7
Positive,1,2689,1706,4,233,3855,19,348,45,416,145,31,3,3,1,2462,482,9020,3,3,646,126,1717,10,41,27,8,5,7
Negative,0,754,183,702,152,630,10,310,2308,1351,2,79,345,120,44,24,1,697,10,73,95,2,1,13,12,96,8,5,7
Negative,0,1,32,25,201,229,1111,4,45,116,31,3271,490,372,361,59,448,116,39,31,9965,101,6,61,672,11,11,238,3219
Negative,0,3987,1216,18,20,894,86,6,74,614,84,2,9,27,28,16,39,4690,47,7157,193,248,460,28,614,65,57,56,11
Positive,1,28,347,231,579,226,44,18,21,186,26,116,497,31,10,38,2112,14,4484,4,1304,294,36,1,8710,199,8,5,7
Negative,0,3,4,50,34,163,61,90,15,449,62,656,436,28,581,29,21,466,113,9,55,574,3,3,87,40,31,188,4886
Positive,1,0,0,0,0,0,0,0,0,0,0,0,7932,6,41,1103,18,1307,4,15,18,3252,303,2,4996,36,14,258,5047
Positive,1,286,17,132,71,2,265,48,14,4,31,18,38,2495,92,347,20,344,669,33,155,215,542,366,36,1893,9,2552,12
Negative,0,29,94,9875,2,1,873,460,422,19,2062,1,183,14,20,57,56,1,599,358,51,94,229,3570,5594,24,11,1408,157
Positive,1,1302,1477,18,9,137,6,3369,413,1,9528,8161,170,9,7184,6,4972,4,8588,3,28,228,2030,4138,3955,1905,438,13,12
Positive,1,4,680,21,524,781,124,16,62,729,59,8150,590,4,16,5732,128,1880,69,2584,4,107,153,107,85,4,203,61,11
Positive,1,288,26,88,89,18,10,1,174,33,88,767,2,132,26,240,221,1,78,2,1535,87,176,7542,23,16,89,44,12
Negative,0,2065,195,115,10,27,28,132,1364,89,18,52,588,39,439,1,358,498,588,3517,2,1,61,53,2065,125,2160,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,0,11,190,653,220,21,466,95,2,61,90,2237,8491,8,5,7,143,8529
Positive,1,2,100,46,117,119,542,2,1316,249,945,2590,36,13,12,47,18,1,360,2493,17,636,1,3263,2,1,267,47,1530
Positive,1,0,0,0,0,0,0,91,216,685,2,84,2,5489,1,244,1222,4,1,32,25,3,3,242,13,12,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,57,56,14,105,953,667,1,105,3834,141,113,1,96
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,304,23,63,13,12
Negative,0,928,6,34,89,561,22,1,32,25,223,781,2,163,1501,739,76,44,18,21,39,103,111,3050,441,39,449,69,98
Positive,1,0,0,0,0,0,0,0,0,0,0,82,662,699,2,1,32,25,4,62,1,279,6,18,3097,2506,13,12,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,584,32,25,72,14,122,18,1,394,481,63,13,12
Negative,0,814,1969,94,1,2552,6,154,576,2,1820,9,2012,57,24,1,760,6,1,1483,7974,46,451,3402,3,3,8,5,7
Positive,1,0,0,0,0,0,9225,9,27,300,51,2960,102,246,10,1246,1389,114,56,302,63,1,13,12,67,2676,8,5,7
Negative,0,33,3719,55,21,177,409,3,2865,2751,15,468,215,200,18,103,111,4,365,221,9,854,1330,6,11,42,8,5,7
Positive,1,1257,10,23,53,1,2083,168,5034,273,10,1715,1505,45,29,5378,20,270,95,2,1,11,19,2370,26,984,8,5,7
Negative,0,624,17,133,108,19,232,39,2053,10,71,17,30,9,27,3234,828,443,364,16,187,19,232,114,2053,10,1909,36,735
Positive,1,0,75,39,549,37,1411,76,21,10,9,137,1714,26,28,16,10,9,238,4,39,10,82,549,37,250,49,303,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,657,1,9655,857,926,109
Positive,1,0,0,0,0,0,0,0,0,2041,85,23,304,53,210,119,1601,3623,10,250,88,1492,11,174,1541,3507,8,5,7
Positive,1,158,503,2,147,279,165,24,105,1144,1183,69,35,32,25,1039,13,7794,104,79,74,65,214,20,42,208,8,5,7
Positive,1,28,116,31,1747,958,152,843,14,1001,1164,54,2031,1557,52,10,1,224,6,9,67,309,2,109,7655,110,388,66,1854
Positive,1,75,6840,29,4697,2,4214,59,3232,35,125,314,21,2,76,22,3186,3,190,786,123,33,911,14,74,37,1634,20,5607
Positive,1,343,4839,4,24,556,187,59,8414,57,33,15,9,231,78,14,2,291,44,24,2379,10,23,24,8969,13,12,10,1022
Negative,0,3904,1,2863,249,839,751,6,21,52,45,145,249,1010,3461,44,535,189,1275,66,51,13,12,917,1854,15,9,2884,552
Negative,0,553,2,1,32,25,2,658,44,9,282,10705,247,52,6,1460,1,25,80,122,910,19,1035,129,3349,47,8028,10,983
